"Location","Control Program","Name","Value","Type","Object ID","Device ID","Object Name","COV Increment","Offset / Polarity","Exp:Num","I/O Type","Sensor/Actuator Type","Min/Max","Locked","In Alarm","Path"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","Misc Spare Input","0.0 F" ,"BAI","AI:6","DEV:2060402","misc_input_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#vav-b-35/misc_input"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","Zone CO2","1.0 ppm","BAI","AI:5","DEV:2060402","zone_co2_1","1.0000","0","0:1","0-5 Volt","Linear Full Range","(0.00/1000.00)","" ,"" ,"#vav-b-35/zone_co2"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","Condensate Detector","Off","BBI","BI:1","DEV:2060402","m283_1","" ,"normal","0:4","Binary Input","" ,"" ,"" ,"" ,"#vav-b-35/m283"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","CW Valve","0.0 %","BAO","AO:1","DEV:2060402","cw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#vav-b-35/cw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","HW Valve","0.0" ,"BFM","AO:2","DEV:2060402","hw_valve_1","1.00","" ,"" ,"" ,"" ,"(0.00/100.00)","" ,"" ,"#vav-b-35/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","HW Valve / open","" ,"BFM","" ,"DEV:2060402","" ,"" ,"" ,"0:1","Relay / Triac Output","" ,"" ,"" ,"" ,"#vav-b-35/hw_valve/open"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Vending 002 VAV-B-35","HW Valve / close","" ,"BFM","" ,"DEV:2060402","" ,"" ,"" ,"0:2","Relay / Triac Output","" ,"" ,"" ,"" ,"#vav-b-35/hw_valve/close"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Flow Control","" ,"BAF","" ,"DEV:2060403","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#vav-b-36/air_flow"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Flow Control / Flow Input","122.0 cfm","BAI","AI:1","DEV:2060403","flow_input_1","10.0000","0","0:1","Flow Input","No Translation","(45/96)","" ,"" ,"#vav-b-36/air_flow/flow_input"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Zone Temp","" ,"BRS","" ,"DEV:2060403","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#vav-b-36/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Zone Temp / Zone Temp","71.5 F" ,"BAI","AI:3","DEV:2060403","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#vav-b-36/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Discharge Temp","99.6 F" ,"BAI","AI:2","DEV:2060403","da_temp_1","1.0000","0.200000000000003","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#vav-b-36/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Duct SP","0.15 in H2O","BAI","AI:4","DEV:2060403","st_press_1","0.5000","0","0:2","0-5 Volt","Linear Full Range","(0.00/0.25)","" ,"" ,"#vav-b-36/st_press"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Misc Spare Input","0.0 F" ,"BAI","AI:6","DEV:2060403","misc_input_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#vav-b-36/misc_input"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Zone CO2","2.0 ppm","BAI","AI:5","DEV:2060403","zone_co2_1","1.0000","0","0:1","0-5 Volt","Linear Full Range","(0.00/1000.00)","" ,"" ,"#vav-b-36/zone_co2"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","Condensate Detector","Off","BBI","BI:1","DEV:2060403","m283_1","" ,"normal","0:4","Dry Contact","" ,"" ,"" ,"" ,"#vav-b-36/m283"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","CW Valve","0.0 %","BAO","AO:1","DEV:2060403","cw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#vav-b-36/cw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","HW Valve","0.0" ,"BFM","AO:2","DEV:2060403","hw_valve_1","1.00","" ,"" ,"" ,"" ,"(0/100)","" ,"" ,"#vav-b-36/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","HW Valve / open","" ,"BFM","" ,"DEV:2060403","" ,"" ,"" ,"0:1","Relay / Triac Output","" ,"" ,"" ,"" ,"#vav-b-36/hw_valve/open"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement","Hallway 0C6 VAV-B-36","HW Valve / close","" ,"BFM","" ,"DEV:2060403","" ,"" ,"" ,"0:2","Relay / Triac Output","" ,"" ,"" ,"" ,"#vav-b-36/hw_valve/close"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Zone Temp","" ,"BRS","" ,"DEV:2061334","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a1-c/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Zone Temp / Zone Temp","72.4 F" ,"BAI","AI:1","DEV:2061334","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a1-c/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Discharge Temp","58.9 F" ,"BAI","AI:2","DEV:2061334","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a1-c/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061334","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a1-c/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Misc Input","Off","BBI","BI:2","DEV:2061334","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a1-c/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Condensate Detector","Off","BBI","BI:1","DEV:2061334","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a1-c/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","CHW Valve","0.0 %","BAO","AO:1","DEV:2061334","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#sav-1a1-c/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","HW Valve","0.0 %","BAO","AO:2","DEV:2061334","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a1-c/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 West SAV-1A1-C","Siemans Output","20.0 %","BAO","AO:3","DEV:2061334","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a1-c/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Zone Temp","" ,"BRS","" ,"DEV:2061335","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a2-c/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Zone Temp / Zone Temp","72.3 F" ,"BAI","AI:1","DEV:2061335","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a2-c/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Discharge Temp","83.3 F" ,"BAI","AI:2","DEV:2061335","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a2-c/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061335","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a2-c/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Misc Input","Off","BBI","BI:2","DEV:2061335","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a2-c/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Condensate Detector","Off","BBI","BI:1","DEV:2061335","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a2-c/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","CHW Valve","0.0 %","BAO","AO:1","DEV:2061335","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#sav-1a2-c/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","HW Valve","33.3 %","BAO","AO:2","DEV:2061335","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#sav-1a2-c/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wind Tunnel 185 East SAV-1A2-C","Siemans Output","20.0 %","BAO","AO:3","DEV:2061335","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a2-c/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Zone Temp","" ,"BRS","" ,"DEV:2061336","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a3-b/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Zone Temp / Zone Temp","70.3 F" ,"BAI","AI:1","DEV:2061336","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a3-b/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Discharge Temp","86.8 F" ,"BAI","AI:2","DEV:2061336","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a3-b/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061336","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a3-b/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Misc Input","Off","BBI","BI:2","DEV:2061336","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a3-b/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Condensate Detector","On","BBI","BI:1","DEV:2061336","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a3-b/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","CHW Valve","0.0 %","BAO","AO:1","DEV:2061336","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a3-b/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","HW Valve","19.5 %","BAO","AO:2","DEV:2061336","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a3-b/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Instructor Support 190 SAV-1A3-B","Siemans Output","20.0 %","BAO","AO:3","DEV:2061336","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a3-b/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Zone Temp","" ,"BRS","" ,"DEV:2061337","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a4-c/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Zone Temp / Zone Temp","68.7 F" ,"BAI","AI:1","DEV:2061337","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a4-c/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Discharge Temp","69.0 F" ,"BAI","AI:2","DEV:2061337","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a4-c/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061337","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a4-c/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Misc Input","Off","BBI","BI:2","DEV:2061337","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a4-c/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Condensate Detector","Off","BBI","BI:1","DEV:2061337","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a4-c/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","CHW Valve","0.0 %","BAO","AO:1","DEV:2061337","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a4-c/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","HW Valve","0.0 %","BAO","AO:2","DEV:2061337","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a4-c/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Thermofluid Lab 180 SAV-1A4-C","Siemans Output","20.0 %","BAO","AO:3","DEV:2061337","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a4-c/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Zone Temp","" ,"BRS","" ,"DEV:2061338","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a5-c/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Zone Temp / Zone Temp","70.0 F" ,"BAI","AI:1","DEV:2061338","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a5-c/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Discharge Temp","58.4 F" ,"BAI","AI:2","DEV:2061338","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a5-c/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061338","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a5-c/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Misc Input","Off","BBI","BI:2","DEV:2061338","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a5-c/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Condensate Detector","On","BBI","BI:1","DEV:2061338","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a5-c/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","CHW Valve","0.0 %","BAO","AO:1","DEV:2061338","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#sav-1a5-c/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","HW Valve","0.0 %","BAO","AO:2","DEV:2061338","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a5-c/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Prep 170 SAV-1A5-C","Siemans Output","20.0 %","BAO","AO:3","DEV:2061338","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a5-c/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Zone Temp","" ,"BRS","" ,"DEV:2061339","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a6-c/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Zone Temp / Zone Temp","71.0 F" ,"BAI","AI:1","DEV:2061339","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a6-c/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Discharge Temp","85.2 F" ,"BAI","AI:2","DEV:2061339","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a6-c/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061339","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a6-c/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Misc Input","Off","BBI","BI:2","DEV:2061339","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a6-c/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Condensate Detector","Off","BBI","BI:1","DEV:2061339","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a6-c/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","CHW Valve","0.0 %","BAO","AO:1","DEV:2061339","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#sav-1a6-c/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","HW Valve","100.0 %","BAO","AO:2","DEV:2061339","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(100/0)","" ,"" ,"#sav-1a6-c/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 West SAV-1A6-C","Siemans Output","100.0 %","BAO","AO:3","DEV:2061339","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a6-c/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Zone Temp","" ,"BRS","" ,"DEV:2061340","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a7-c/lstat"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Zone Temp / Zone Temp","69.4 F" ,"BAI","AI:1","DEV:2061340","zone_temp_1","0.5000","0","0:0","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(45/96)","" ,"" ,"#sav-1a7-c/lstat/zone_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Discharge Temp","57.0 F" ,"BAI","AI:2","DEV:2061340","da_temp_1","1.0000","0","0:3","Thermistor","Thermistor, Precon Type II, 10k@77 deg F","(0.00/120.00)","" ,"" ,"#sav-1a7-c/da_temp"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Misc Spare Input","0.0 F" ,"BAI","AI:3","DEV:2061340","misc_a1_1","0.5000","0","0:0","1","Thermistor, Precon Type II, 10k@77 deg F","(45.00/96.00)","" ,"" ,"#sav-1a7-c/misc_a1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Misc Input","Off","BBI","BI:2","DEV:2061340","misc_di_1","" ,"normal","0:0","1","" ,"" ,"" ,"" ,"#sav-1a7-c/misc_di"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Condensate Detector","On","BBI","BI:1","DEV:2061340","m213_1","" ,"normal","0:2","Binary Input","" ,"" ,"" ,"" ,"#sav-1a7-c/m213"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","CHW Valve","0.0 %","BAO","AO:1","DEV:2061340","chw_valve_1","1.0000","0","0:1","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a7-c/chw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","HW Valve","0.0 %","BAO","AO:2","DEV:2061340","hw_valve_1","1.0000","0","0:2","Electrical 0-10 Volt","Linear w/ offset, 2-10 Volts","(0/100)","" ,"" ,"#sav-1a7-c/hw_valve"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Wet Lab 160 East SAV-1A7-C","Siemans Output","20.0 %","BAO","AO:3","DEV:2061340","sci_1","1.0000","0","0:3","Electrical 0-10 Volt","Linear Full Range","(0.00/100.00)","" ,"" ,"#sav-1a7-c/sci"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/First Floor/Long Bar","Machine Shop 175 SAV-1A8-C","Zone Temp","" ,"BRS","" ,"DEV:2061341","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#sav-1a8-c/lstat"
